epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.5861486;1.1806338853664227;1e-04;0.2994791567325592;1.7265303134918213
1;0.8203829;0.5366970918200038;1e-04;0.3151041567325592;1.5738942623138428
2;0.9234234;0.2234725127046978;1e-04;0.3984375;1.2746270895004272
3;0.964527;0.11399161243005781;1e-04;0.7604166865348816;0.8945678472518921
4;0.9786036;0.0656824722898671;1e-04;0.8932291865348816;0.46375250816345215
5;0.9881757;0.04349440517457756;1e-04;0.8880208134651184;0.16489487886428833
6;0.9926802;0.02774730259615525;1e-04;0.9192708134651184;0.08778038620948792
7;0.9966216;0.02039451317165282;1e-04;0.9348958134651184;0.07866878807544708
8;0.9971847;0.014544646820968;1e-04;0.9166666865348816;0.040238603949546814
9;0.9977477;0.013320062344113516;1e-04;0.9114583134651184;0.12373466789722443
10;0.9994369;0.00912240075145697;1e-04;0.9296875;0.11778173595666885
11;1.0;0.005194651973520317;1e-04;0.9348958134651184;0.012028018943965435
12;1.0;0.0033445052402974987;1e-04;0.9322916865348816;0.3083237409591675
13;1.0;0.0022587968308692545;5e-05;0.9348958134651184;0.2858699858188629
14;1.0;0.0015431152401557025;5e-05;0.9348958134651184;0.28629055619239807
15;1.0;0.0013501301208806752;5e-05;0.9453125;0.19075554609298706
16;1.0;0.0011748123237798158;5e-05;0.9453125;0.01958296075463295
17;1.0;0.0008818217657945908;5e-05;0.9453125;0.013997764326632023
18;1.0;0.0008689745932766069;5e-05;0.9453125;0.021088875830173492
19;1.0;0.00087033657866807;5e-05;0.9453125;0.018454987555742264
20;1.0;0.0005809654673636967;5e-05;0.9427083134651184;0.25894924998283386
21;1.0;0.0006572635513850957;2.5e-05;0.9427083134651184;0.3437551259994507
