epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.41953698;1.487682660510485;1e-04;0.5184210538864136;1.6727441549301147
1;0.6499153;1.0410121609974823;1e-04;0.7368420958518982;1.5169970989227295
2;0.75663465;0.7785980526435718;1e-04;0.8105263113975525;1.1079461574554443
3;0.77922076;0.7166006203965909;1e-04;0.8999999761581421;0.6916011571884155
4;0.83738;0.5426567153598143;1e-04;0.8315789699554443;0.46758708357810974
5;0.85714287;0.49334863176593535;1e-04;0.8763157725334167;0.38280510902404785
6;0.8684359;0.4308900917606257;1e-04;0.8763157725334167;1.084017038345337
7;0.87182385;0.4057213238223268;1e-04;0.8947368264198303;0.1652587652206421
8;0.9006211;0.3414457934781833;1e-04;0.9052631855010986;0.11131952702999115
9;0.8932806;0.3608157584082939;1e-04;0.8815789222717285;1.8574432134628296
10;0.9000565;0.3251995286451498;1e-04;0.8815789222717285;0.18463900685310364
11;0.9130435;0.2767244002732902;1e-04;0.9157894849777222;0.27138975262641907
12;0.91699606;0.267562614817999;1e-04;0.9210526347160339;0.7903684377670288
13;0.9254658;0.24983556310313357;1e-04;0.9263157844543457;0.12651295959949493
14;0.9254658;0.25263879233198205;1e-04;0.9315789341926575;0.504277229309082
15;0.9367589;0.2040662657877589;1e-04;0.9236842393875122;0.012441436760127544
16;0.92377186;0.24167238997914978;1e-04;0.9315789341926575;0.21804296970367432
17;0.93111235;0.23376584165997252;1e-04;0.9236842393875122;0.3521263003349304
18;0.9322417;0.2259471013685578;1e-04;0.9131578803062439;0.18255436420440674
19;0.94692266;0.1643367693730578;1e-04;0.9236842393875122;0.3953530192375183
20;0.9531338;0.1746888539734397;5e-05;0.9605262875556946;0.014021853916347027
21;0.97120273;0.10334215088963576;5e-05;0.9526315927505493;0.002599509432911873
22;0.9678148;0.11364368168413135;5e-05;0.9526315927505493;0.0013726220931857824
23;0.9751553;0.0929835030608161;5e-05;0.9578947424888611;0.014589626342058182
24;0.96837944;0.12079426471326965;5e-05;0.9605262875556946;0.8421958684921265
25;0.96386224;0.11394635960880409;5e-05;0.9631578922271729;0.0015171434497460723
26;0.97684926;0.08133265531434136;5e-05;0.9473684430122375;0.5567171573638916
27;0.98136646;0.07179391542517957;5e-05;0.9605262875556946;0.16287513077259064
28;0.9689441;0.10039320461481456;5e-05;0.9578947424888611;0.004615688696503639
29;0.97628456;0.07779994340248528;5e-05;0.9605262875556946;0.20565645396709442
30;0.97402596;0.09911181027030773;5e-05;0.9526315927505493;0.5615744590759277
31;0.98136646;0.06120484187265091;2.5e-05;0.9631578922271729;0.0017424318939447403
32;0.9819311;0.06692821659749339;2.5e-05;0.9578947424888611;0.6861040592193604
33;0.9847544;0.05394300336953208;2.5e-05;0.9631578922271729;0.004469233099371195
34;0.9847544;0.04913696780111136;2.5e-05;0.9684210419654846;0.001237517804838717
35;0.985319;0.05539557236582798;2.5e-05;0.9684210419654846;0.010522994212806225
36;0.9847544;0.04806146629676349;2.5e-05;0.9657894968986511;0.0369754321873188
37;0.9819311;0.056080866036047915;2.5e-05;0.9710526466369629;0.0007623133715242147
38;0.9881423;0.039596356445726774;2.5e-05;0.9684210419654846;0.0021126344799995422
39;0.98644835;0.04821669107764741;2.5e-05;0.9631578922271729;0.0033375739585608244
40;0.985319;0.0534574906644109;2.5e-05;0.9578947424888611;0.0005630044615827501
41;0.987013;0.04238581820430559;2.5e-05;0.9578947424888611;0.050518833100795746
42;0.9892716;0.043101526639844435;2.5e-05;0.9684210419654846;0.001392353675328195
43;0.9892716;0.03753088883778084;1.25e-05;0.9657894968986511;0.17316775023937225
44;0.987013;0.0462486384095196;1.25e-05;0.9684210419654846;0.002529690507799387
45;0.99096555;0.030711842889627753;1.25e-05;0.9763157963752747;0.009312636218965054
46;0.9881423;0.04105578712227148;1.25e-05;0.9736841917037964;0.0026449793949723244
47;0.9892716;0.04159817283101199;1.25e-05;0.9578947424888611;0.0012797079980373383
48;0.9892716;0.03567882709705782;1.25e-05;0.9736841917037964;0.0007302992744371295
49;0.98870695;0.03863328069665131;1.25e-05;0.9710526466369629;0.23785077035427094
50;0.9881423;0.034426894529030055;1.25e-05;0.9684210419654846;0.4790096879005432
51;0.99378884;0.025730665568062507;6.25e-06;0.9763157963752747;0.0010305012110620737
52;0.99378884;0.03169858989091238;6.25e-06;0.9710526466369629;0.02570481412112713
53;0.99096555;0.03474228801063768;6.25e-06;0.9710526466369629;0.11427067220211029
54;0.98870695;0.037285210804531024;6.25e-06;0.9736841917037964;0.05567087233066559
55;0.9898363;0.031468490864355846;6.25e-06;0.9736841917037964;0.5839787721633911
56;0.9904009;0.025625472071274004;3.125e-06;0.9763157963752747;0.001015031710267067
57;0.9915302;0.028629688051740106;3.125e-06;0.9763157963752747;0.010536061599850655
58;0.9898363;0.03578151271950384;3.125e-06;0.9763157963752747;0.0007239246042445302
59;0.9920949;0.026436991309657702;3.125e-06;0.9763157963752747;0.015435634180903435
60;0.9881423;0.03409113598233357;3.125e-06;0.9736841917037964;1.375949740409851
61;0.9926595;0.028148250751363513;1.5625e-06;0.9763157963752747;0.0003335188957862556
62;0.9943535;0.023981911321141705;1.5625e-06;0.9763157963752747;0.0005689315730705857
63;0.9915302;0.03223691814548043;1.5625e-06;0.9736841917037964;0.0012367647141218185
64;0.98644835;0.03910964222878369;1.5625e-06;0.9736841917037964;0.0008243662305176258
65;0.9926595;0.02507051393780952;1.5625e-06;0.9763157963752747;0.04439074918627739
66;0.9949181;0.019052383607176655;1e-06;0.9763157963752747;0.00042787540587596595
67;0.9881423;0.03950152387984522;1e-06;0.9763157963752747;0.5431079864501953
68;0.9943535;0.02308324008313955;1e-06;0.9763157963752747;0.0014924947172403336
69;0.99322414;0.02863449815811641;1e-06;0.9763157963752747;0.07990141212940216
70;0.9904009;0.03954411550692663;1e-06;0.9736841917037964;0.08442717790603638
71;0.99322414;0.023300789731261776;1e-06;0.9736841917037964;0.002670756308361888
72;0.9943535;0.02319127591121742;1e-06;0.9736841917037964;0.0004142812395002693
73;0.9920949;0.03309275055349395;1e-06;0.9763157963752747;0.0017026414861902595
74;0.9971767;0.013791094527788615;1e-06;0.9763157963752747;0.022529594600200653
75;0.9926595;0.021489013920899403;1e-06;0.9763157963752747;0.0006733518093824387
76;0.9881423;0.031625587322929576;1e-06;0.9789473414421082;0.00046229874715209007
77;0.99604744;0.019623442327383882;1e-06;0.9736841917037964;0.6042981147766113
78;0.9881423;0.03894719360937916;1e-06;0.9763157963752747;0.09069343656301498
79;0.9920949;0.0282641895355174;1e-06;0.9763157963752747;0.5214669108390808
80;0.99604744;0.01744511348044448;1e-06;0.9736841917037964;0.0007295848336070776
81;0.99322414;0.026568793567062637;1e-06;0.9736841917037964;0.11211353540420532
82;0.99322414;0.0211776080685928;1e-06;0.9736841917037964;0.0022745635360479355
83;0.9915302;0.030681330652803367;1e-06;0.9736841917037964;0.07709632813930511
84;0.9926595;0.02826274409185504;1e-06;0.9789473414421082;0.521985650062561
85;0.9926595;0.029265053372541972;1e-06;0.9736841917037964;0.582883358001709
86;0.99378884;0.020276714842435224;1e-06;0.9736841917037964;0.008484041318297386
87;0.9943535;0.028746171542593207;1e-06;0.9789473414421082;0.0362529456615448
88;0.9915302;0.025468439030982153;1e-06;0.9763157963752747;0.0006143129430711269
89;0.9966121;0.014361255611190473;1e-06;0.9789473414421082;0.014292445033788681
90;0.99322414;0.025512155245322753;1e-06;0.9815789461135864;0.06083531677722931
91;0.9904009;0.0324467432457493;1e-06;0.9815789461135864;0.0006598688196390867
92;0.9892716;0.035449530692552314;1e-06;0.9763157963752747;0.00045973778469488025
93;0.9954828;0.019583453456353227;1e-06;0.9789473414421082;0.03604210540652275
94;0.9926595;0.02571571774503089;1e-06;0.9789473414421082;0.0005575089016929269
95;0.9926595;0.026338789161906816;1e-06;0.9815789461135864;0.0013525343965739012
96;0.9926595;0.02314572165835068;1e-06;0.9789473414421082;0.0004062091466039419
97;0.9943535;0.021464336977431258;1e-06;0.9789473414421082;0.000738381058908999
98;0.99378884;0.02635725050531475;1e-06;0.9789473414421082;0.0004717949195764959
99;0.9954828;0.018772886416552465;1e-06;0.9789473414421082;0.010266466997563839
