epoch;accuracy;loss;lr;val_accuracy;val_loss
46;0.97684926;0.08161169015405409;1.25e-05;0.9394736886024475;0.003832489950582385
47;0.9751553;0.07702877092422872;1.25e-05;0.9368420839309692;0.024098863825201988
48;0.97684926;0.08191801902098148;1.25e-05;0.942105233669281;0.44483432173728943
49;0.97684926;0.08609402125658186;6.25e-06;0.9447368383407593;0.09104903042316437
50;0.9751553;0.07773540898703168;6.25e-06;0.9368420839309692;0.019498301669955254
51;0.9824958;0.0598209157926864;6.25e-06;0.9368420839309692;0.003754058387130499
52;0.9796725;0.06854745288727093;6.25e-06;0.9368420839309692;0.016345001757144928
53;0.97684926;0.06864631380244274;6.25e-06;0.9394736886024475;0.28441810607910156
54;0.9774139;0.07382220104925717;3.125e-06;0.9394736886024475;0.23163340985774994
55;0.985319;0.05855720259148243;3.125e-06;0.9368420839309692;0.25256478786468506
56;0.9785432;0.07051180199131513;3.125e-06;0.9394736886024475;0.011396865360438824
57;0.9751553;0.08343441406804447;3.125e-06;0.9368420839309692;0.16836968064308167
58;0.9745906;0.0692184402600545;3.125e-06;0.9342105388641357;0.0047858357429504395
59;0.97120273;0.09464332743015147;1.5625e-06;0.9368420839309692;0.005621363874524832
60;0.9785432;0.0686913854850089;1.5625e-06;0.9368420839309692;0.0021628187969326973
61;0.98362505;0.06120423279873047;1.5625e-06;0.9342105388641357;0.09917845577001572
62;0.9796725;0.06844773372179838;1.5625e-06;0.9342105388641357;0.2485571950674057
63;0.98644835;0.0523833889100871;1.5625e-06;0.9342105388641357;0.022088173776865005
64;0.9808018;0.060839644387650466;1e-06;0.9368420839309692;0.007634207606315613
65;0.9847544;0.05239471129521955;1e-06;0.9342105388641357;0.022913027554750443
66;0.97063804;0.08815983152579682;1e-06;0.9342105388641357;0.1268567144870758
67;0.9824958;0.06968598539784829;1e-06;0.9368420839309692;0.36989927291870117
68;0.98588365;0.05416257004661119;1e-06;0.9368420839309692;0.01419447548687458
69;0.9881423;0.04968123347248687;1e-06;0.9368420839309692;0.009201503358781338
70;0.9796725;0.07139344068106321;1e-06;0.9368420839309692;0.6696151494979858
71;0.985319;0.04453337213991053;1e-06;0.9368420839309692;0.03538225591182709
72;0.98136646;0.05234025469242281;1e-06;0.9368420839309692;0.011835543438792229
73;0.9881423;0.045898978077274874;1e-06;0.9368420839309692;0.21434903144836426
74;0.9830604;0.06403975064612774;1e-06;0.9394736886024475;0.05983298271894455
75;0.98362505;0.055006545972034866;1e-06;0.9394736886024475;0.7205429077148438
76;0.9875776;0.04848716291901353;1e-06;0.9394736886024475;0.000896341516636312
77;0.9830604;0.05117774925987172;1e-06;0.9394736886024475;0.0048144664615392685
78;0.98362505;0.06302078272348016;1e-06;0.9394736886024475;0.12492866814136505
79;0.9819311;0.05887107058038556;1e-06;0.9394736886024475;0.16612017154693604
80;0.9774139;0.06715664778689352;1e-06;0.9368420839309692;0.000746307778172195
81;0.9808018;0.06087666475027379;1e-06;0.9368420839309692;0.030661724507808685
82;0.9808018;0.06469962073838152;1e-06;0.9368420839309692;0.004937963560223579
83;0.9808018;0.07120948065890557;1e-06;0.9394736886024475;0.46740758419036865
84;0.9774139;0.057190554713980754;1e-06;0.9394736886024475;0.30163002014160156
85;0.98136646;0.058975385831177805;1e-06;0.9368420839309692;0.17452797293663025
86;0.9830604;0.04620389026952019;1e-06;0.9368420839309692;0.012052826583385468
87;0.9847544;0.04887483778968664;1e-06;0.9394736886024475;0.45439860224723816
88;0.9824958;0.05527940907955742;1e-06;0.9394736886024475;0.002305014058947563
89;0.9875776;0.05607840258476678;1e-06;0.9394736886024475;0.36665794253349304
90;0.9802371;0.06517868436649989;1e-06;0.9394736886024475;0.008708648383617401
91;0.9796725;0.0663474158066804;1e-06;0.9394736886024475;0.4253094792366028
92;0.9808018;0.056229782439579;1e-06;0.9394736886024475;0.13054752349853516
93;0.98588365;0.0583761195188892;1e-06;0.9394736886024475;0.22558870911598206
94;0.9796725;0.061088745741521754;1e-06;0.9394736886024475;0.5298384428024292
95;0.98588365;0.05219211793288521;1e-06;0.9368420839309692;0.09007957577705383
96;0.97910786;0.0745643857660909;1e-06;0.9368420839309692;0.20496496558189392
97;0.97910786;0.07274006717543331;1e-06;0.9394736886024475;0.08018812537193298
98;0.9785432;0.06962452623162278;1e-06;0.9394736886024475;0.18612174689769745
99;0.9819311;0.05489719420974366;1e-06;0.9368420839309692;0.24321681261062622
