epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.4847973;1.4149535040597658;1e-04;0.0520833320915699;2.044065237045288
1;0.8181306;0.5229327680022867;1e-04;0.0520833320915699;2.1716675758361816
2;0.8992117;0.30420521126539857;1e-04;0.0911458358168602;1.9785635471343994
3;0.9594595;0.14417974994861865;1e-04;0.4166666567325592;1.3327751159667969
4;0.9893018;0.06864037936519798;1e-04;0.5026041865348816;1.4954659938812256
5;0.9949324;0.03945602705651844;1e-04;0.5755208134651184;1.518454670906067
6;0.9960586;0.028601363525717512;1e-04;0.6484375;1.5362643003463745
7;0.9971847;0.02173890020417234;1e-04;0.6640625;2.4013662338256836
8;0.9971847;0.01897626308522917;1e-04;0.7161458134651184;2.9275641441345215
9;0.9994369;0.013139021143459858;1e-04;0.7447916865348816;2.8894126415252686
10;0.9994369;0.01075281859962857;1e-04;0.765625;2.387873888015747
11;0.9994369;0.006512705852311138;1e-04;0.7760416865348816;1.301182746887207
12;0.9994369;0.0067072528889528605;1e-04;0.8125;0.4523037374019623
13;1.0;0.005466270264707976;1e-04;0.828125;0.4645783007144928
14;1.0;0.004110876745586326;1e-04;0.8463541865348816;0.053033746778964996
15;1.0;0.003860024432756577;1e-04;0.828125;0.39480528235435486
16;0.9994369;0.0034397081639785487;1e-04;0.8567708134651184;0.33574187755584717
17;1.0;0.002225483737797854;1e-04;0.8515625;0.8221442699432373
18;1.0;0.0021590375971271415;1e-04;0.8645833134651184;0.9949232935905457
19;1.0;0.0018531504810288515;1e-04;0.8619791865348816;0.8549760580062866
20;1.0;0.0014206400676787755;1e-04;0.8567708134651184;0.8673558235168457
21;1.0;0.0011682968683958239;1e-04;0.859375;0.5114330053329468
22;1.0;0.0011886558630493226;1e-04;0.859375;0.5004491209983826
23;1.0;0.0008875218611776929;1e-04;0.8697916865348816;0.4754469692707062
24;1.0;0.0007859610606075122;1e-04;0.875;0.5218573808670044
25;1.0;0.0008241254506608564;1e-04;0.8802083134651184;0.554233729839325
26;1.0;0.0007163398199203961;1e-04;0.8723958134651184;0.7043713927268982
27;1.0;0.0005295257917070459;1e-04;0.8854166865348816;0.6879405975341797
